query_id,question,contexts_shown,answer,context_relevance,answer_faithfulness,answer_relevance
test405,who has won the most united states championships,"[1] List of WWE United States Champions Overall, there have been 91 different champions. Ric Flair holds the record for having the most reigns at six,[2] while John Cena holds the record for most reigns under the WWE banner at five. Lex Luger holds the record for the longest reign, with his third reign lasting a total of 523 days, while Dean Ambrose holds the longest reign under the WWE banner, at 351 days (overall the third longest in the title's history).[3] Only two men, Lex Luger and Rick Rude, have held the championship for a continuous reign of one year (365 days) or more.

[2] Johns Hopkins Blue Jays The school's most prominent sports team is its men's lacrosse team, which has won 44 national titles - nine NCAA Division I (2007, 2005, 1987, 1985, 1984, 1980, 1979, 1978, 1974), 29 United States Intercollegiate Lacrosse Association (USILA), and six Intercollegiate Lacrosse Association (ILA) titles. Hopkins' lacrosse rivals include Princeton University, Syracuse University, the University of Virginia, and a budding rivalry with Duke University due to intense recent competition, including one-goal victories over the Blue Devils in both the 2005 and 2007 NCAA Championships and in the NCAA semifinals in the 2008; its primary intrastate rivals are Loyola University Maryland, Towson University, the United States Naval Academy, and the University of Maryland. The rivalry with Maryland is the most prominent in college lacrosse and the two teams have met 105 times. On June 3, 2013, it was announced that Johns Hopkins would be joining the Big Ten Conference as a Sport Affiliate member in Men's Lacrosse starting in 2015.[3]

[3] Lacrosse In the women's game, Australia has provided stiffer competition, having won 6 of 14 games against the USA at senior world championships, including one draw. The USA has won 6 of the 8 senior women's, and 2 of the 3 under-19 women's tournaments to date, with the other world championships won by Australia.

[4] Professional boxing In the early twentieth century, most professional bouts took place in the United States and Britain, and champions were recognized by popular consensus as expressed in the newspapers of the day. Among the great champions of the era were the peerless heavyweight Jim Jeffries and Bob Fitzsimmons, who weighed less than 12 stone (164 pounds), but won world titles at middleweight (1892), light heavyweight (1903), and heavyweight (1897). Other famous champions included light heavyweight Philadelphia Jack O'Brien and middleweight Tommy Ryan. On May 12, 1902 lightweight Joe Gans became the first black American to be boxing champion. Despite the public's enthusiasm, this was an era of far-reaching regulation of the sport, often with the stated goal of outright prohibition. In 1900, the State of New York enacted the Lewis Law, banned prizefights except for those held in private athletic clubs between members. Thus, when introducing the fighters, the announcer frequently added the phrase ""Both members of this club"", as George Wesley Bellows titled one of his paintings.[6] The western region of the United States tended to be more tolerant of prizefights in this era, although the private club arrangement was standard practice here as well, San Francisco's California Athletic Club being a prominent example.[6]

[5] Winning streak (sports) 3 consecutive titles at World Archery Championships â€” United States",Ric Flair holds the record for having the most reigns at six.,,,
test2670,who does marge's voice on the simpsons,"[1] Julie Kavner Julie Deborah Kavner (born September 7, 1950) is an American actress, voice actress and comedian. She first attracted notice for her role as Valerie Harper's character's younger sister Brenda in the sitcom Rhoda for which she won a Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series. She is best known for her voice role as Marge Simpson on the animated television series The Simpsons. She also voices other characters for the show, including Jacqueline Bouvier, and Patty and Selma Bouvier.

[2] List of The Simpsons cast members Castellaneta and Kavner were asked to voice the lead roles of Homer and Marge Simpson as they were regular cast members of The Tracey Ullman Show on which The Simpsons shorts appeared.[6][7] Cartwright auditioned for the part of Lisa, but found that Lisa was simply described as the ""middle child"" and at the time did not have much personality. She then became more interested in the role of Bart, so Simpsons creator Matt Groening let her try out for that part instead, and upon hearing her read, he gave her the job on the spot.[8] Smith had initially been asked by casting director Bonita Pietila to audition for the role of Bart, but Pietila then realised that Smith's voice was too high,[9][10] Smith was given the role of Lisa instead, although she almost turned it down.[11] When the show was commissioned for a full half-hour series, Shearer joined the cast and performed multiple roles. Groening and Sam Simon asked Shearer to join the cast as they were fans of his radio show.[12] Azaria was only a guest actor in the first season, but became permanent in season 2.[13] He first appeared in ""Some Enchanted Evening"", re-recording Christopher Collins's lines as Moe Szyslak. As he joined later than the rest of the cast, Groening still considers Azaria the ""new guy.""[14]

[3] Marge Gamer In the real world Homer enters Lisa's room. He offers her a BBC documentary produced in cooperation with Canal+ about ""floppers"", hoping that she will forgive him. Watching the documentary Lisa realizes it was she that was at fault. Instead of forgiving Homer, Lisa apologizes for her injustice against him. Homer, Bart, Lisa and Maggie play a game of soccer in their back yard however Marge continues gaming inside. Feeling sorry for Bart, Marge dons the Shadow Knight armour and begins a revenge campaign for him starting with Moe's character. Marge juggles Moe's character head like a soccer ball. As he is being beat up Moe comments on why he pays $14.95 a month to play the game.

[4] Springfield (The Simpsons) Krustyland is The Simpsons version of Disneyland. It appeared in The Food Wife at the end where the Simpsons went out for a family fun day, which Homer promised Marge.

[5] Sideshow Bob The character of Sideshow Bob and Grammer's voicework have received many accolades. In 2006 IGN listed him as the second-best ""peripheral character"" on The Simpsons, commenting that Bob is ""a man of contradictions; his goofy appearance, complete with palm tree like hair, doesn't seem to match up to the well spoken and even musically talented maniac.""[59] Also that year, Wizard Magazine rated Bob as the 66th greatest villain of all time.[60] Adam Finley of TV Squad wrote that ""that baritone voice, the Shakespearean delivery, and the ability to go from calm and collected to stark raving mad all within the same second make Sideshow Bob one of the best recurring characters on the show.""[61]",Julie Kavner voices Marge Simpson on The Simpsons.,,,
test638,who discovered the great red spot on jupiter,"[1] Great Red Spot For example, its first sighting is often credited to Robert Hooke, who described a spot on the planet in May 1664; however, it is likely that Hooke's spot was in the wrong belt altogether (the North Equatorial Belt, versus the current Great Red Spot's location in the South Equatorial Belt). Much more convincing is Giovanni Cassini's description of a ""permanent spot"" the following year.[6] With fluctuations in visibility, Cassini's spot was observed from 1665 to 1713; however, the 118-year observational gap makes the identity of the two spots inconclusive, and the older spot's shorter observational history and slower motion than the modern spot make their identity unlikely.[7]

[2] Jupiter The Great Red Spot is large enough to accommodate Earth within its boundaries.[67] Mathematical models suggest that the storm is stable and may be a permanent feature of the planet.[68] However, it has significantly decreased in size since its discovery. Initial observations in the late 1800s showed it to be approximately 41,000 km (25,500 mi) across. By the time of the Voyager flybys in 1979, the storm had a length of 23,300 km (14,500 mi) and a width of approximately 13,000 km (8,000 mi).[69] Hubble observations in 1995 showed it had decreased in size again to 20,950 km (13,020 mi), and observations in 2009 showed the size to be 17,910 km (11,130 mi). As of 2015[update], the storm was measured at approximately 16,500 by 10,940 km (10,250 by 6,800 mi),[69] and is decreasing in length by about 930 km (580 mi) per year.[67][70]

[3] Great Red Spot Careful tracking of atmospheric features revealed the spot's counter-clockwise circulation as far back as 1966, observations dramatically confirmed by the first time-lapse movies from the Voyager fly-bys.[23] The spot is confined by a modest eastward jet stream to its south and a very strong westward one to its north.[24] Though winds around the edge of the spot peak at ~120 metres per second (432 kilometres per hour), currents inside it seem stagnant, with little inflow or outflow.[25] The rotation period of the spot has decreased with time, perhaps as a direct result of its steady reduction in size.[26]

[4] Jupiter Ascending In another attempt to lure Jupiter to him, Balem sends Greeghan to kidnap Jupiter's family. On the way back to Earth, Titus's henchmen capture Jupiter and detain Caine, as punishment for not bringing Jupiter to him as promised. Titus reveals to Caine his plan to marry and kill Jupiter and claim Earth. He then throws Caine into the void of space; he attempts to seduce Jupiter, declaring his intention to dismantle the youth serum trade, of which Earth is the next intended source. Caine survives being spaced and returns with Stinger to save Jupiter at the altar before she completes the marriage contract. Jupiter asks to return home, but learns that her family has been taken hostage by Balem. In his refinery in the Great Red Spot, Balem demands Earth in exchange for Jupiter's family. Realizing that Balem can ""harvest"" Earth only with her permission, Jupiter refuses. Caine infiltrates the refinery and damages its gravity hull, causing the refinery to begin collapsing. While the occupants evacuate the refinery, Tsing's ship moves in and rescues Jupiter's family.

[5] Planet The first confirmed discovery of an extrasolar planet orbiting an ordinary main-sequence star occurred on 6 October 1995, when Michel Mayor and Didier Queloz of the University of Geneva announced the detection of an exoplanet around 51 Pegasi. From then until the Kepler mission most known extrasolar planets were gas giants comparable in mass to Jupiter or larger as they were more easily detected. The catalog of Kepler candidate planets consists mostly of planets the size of Neptune and smaller, down to smaller than Mercury.",I cannot answer from the given context.,,,
test3357,which state does not fall under the direction of guwahati high court,"[1] Gauhati High Court After Meghalaya, Manipur and Tripura got its High Court, the Gauhati High Court ceased its jurisdiction in these three states.

[2] Gujarat High Court All judges of the high court are appointed by the President of India after consulting the Governor of Gujarat, Chief Justice of India and Chief Justice of Gujarat. They hold constitutional post and there are ample safeguards provided in the constitution to ensure the independence of thejudiciary. Any judge can resign by writing to the President of India. Terms of appointment of judges cannot be altered to their disadvantage after their appointment.

[3] Languages with official status in India Four states—Bihar, Uttar Pradesh, Madhya Pradesh and Rajasthan—[36] have been granted the right to conduct proceedings in their High Courts in their official language, which, for all of them, was Hindi. However, the only non-Hindi state to seek a similar power—Tamil Nadu, which sought the right to conduct proceedings in Tamil in its High Court—had its application rejected by the central government earlier, which said it was advised to do so by the Supreme Court.[37] In 2006, the law ministry said that it would not object to Tamil Nadu state's desire to conduct Madras High Court proceedings in Tamil.[38][39][40][41][42] In 2010, the Chief Justice of the Madras High Court allowed lawyers to argue cases in Tamil.[43]

[4] High Court of Judicature at Hyderabad The High Court stands on the south bank of the River Musi. This is one of the finest buildings in the city, built in red and white stones in Saracenic style, by Nizam VII Mir Osman Ali Khan the ruler of the princely state of Hyderabad

[5] Judiciary of India The Calcutta High Court is the oldest High Court in the country, established on 2 July 1862, whereas the Allahabad High Court is the largest, having a sanctioned strength of judges at 160.",I cannot answer from the given context.,,,
test1260,how many episodes in game if thrones season 7,"[1] Game of Thrones (season 7) The seventh season of the fantasy drama television series Game of Thrones premiered on HBO on July 16, 2017, and concluded on August 27, 2017.[1][2][3] Unlike previous seasons that consisted of ten episodes each, the seventh season consisted of only seven.[4] Like the previous season, it largely consisted of original content not found in George R. R. Martin's A Song of Ice and Fire series, while also incorporating material Martin revealed to showrunners about the upcoming novels in the series.[5][better source needed] The series was adapted for television by David Benioff and D. B. Weiss.

[2] Game of Thrones Filming of the seven episodes of season 7 began on August 31, 2016, at Titanic Studios in Belfast, with other filming in Iceland, Northern Ireland and many locations in Spain.[101] Spain filming locations included Seville, Cáceres, Almodovar del Rio, Santiponce, Zumaia and Bermeo.[102] The series also filmed in Dubrovnik, which is used for location of King's Landing.[103] Filming continued until the end of February 2017 as necessary to ensure winter weather in some of the European locations.[104]

[3] Game of Thrones Game of Thrones used seven writers in six seasons. Series creators David Benioff and D. B. Weiss, the showrunners, write most of the episodes each season.[59]

[4] Battle of the Bastards ""Battle of the Bastards"" is the ninth episode of the sixth season of HBO's fantasy television series Game of Thrones and its 59th episode overall. It was written by series co-creators David Benioff and D. B. Weiss, and directed by Miguel Sapochnik.

[5] The Game (U.S. TV series) In April 2013, it was announced that The Game has been renewed for a seventh season.[31] The seventh season premiered on March 4, 2014. In April 2014, BET renewed the series for an eighth season, which premiered on January 14, 2015. In October 2014, BET said that the series would end in 2015. The series leads Tia Mowry-Hardrict and Pooch Hall would return to make special appearances in the finale. The final season premiered on June 3, 2015 and the series finale premiered on August 5, 2015.",The seventh season of Game of Thrones consisted of only seven episodes.,,,
test158,ranjit sagar dam has builded over which river,"[1] Ranjit Sagar Dam The Ranjit Sagar Dam, also known as the Thein Dam, is part of a hydroelectric project constructed by the Government of Punjab on the Ravi River on the Border of two states of India Jammu and Kashmir and Punjab. 60% of the lake is part of J&K. The project is situated near Pathankot city in Pathankot district of the state of Punjab and Kathua city and Basholi tehsil of Kathua district in J&K. The project is the largest hydroelectric dam of the state of Punjab. The township where the site is located is called Shah pur Kandi Township. Feasibility studies for the project began in 1953 and geotechnical studies continued until 1980. Construction began in 1981, the generators were commissioned in 2000 and the project complete in March 2001.[4]

[2] Nagarjuna Sagar Dam Another option is to separate a small portion of the reservoir by constructing a weir up to 510 feet (155 m) MSL along with an underground pumping station at 16°37′21″N 79°16′01″E﻿ / ﻿16.62250°N 79.26694°E﻿ / 16.62250; 79.26694﻿ (Underground pumping station) to maintain gravity flow to the left bank canal side from the lower level dead storage water of the main reservoir. When the reservoir water level is above 510 ft MSL, the weir would get submerged and water flows to left canal without any pumping as usual.

[3] Godavari River Godavari enters into Telangana in Nizamabad district at Kandakurthy where Manjira, Haridra rivers joins Godavari and forms Triveni Sangamam. The river flows along the border between Nirmal and Mancherial districts in the north and Nizamabad, Jagityal, Peddapalli Ramagundam districts to its south. About 12 km (7.5 mi) after entering Telangana it merges with the back waters of the Sriram Sagar Dam. The river after emerging through the dam gates, enjoys a wide river bed, often splitting to encase sandy islands. The river receives a minor but significant tributary Kadam river. It then emerges at its eastern side to act as state border with Maharashtra only to later enter into Bhadradri Kothagudem district. In this district the river flows through an important Hindu pilgrimage town – Bhadrachalam.

[4] Tarbela Dam The main embankment dam and the upstream blanket were constructed across the main valley of the river Indus as part of the second stage of construction. During this time, water from the Indus river remained diverted through the diversion channel. By the end of construction works in stage 2, tunnels had been built for diversion purposes. Stage 2 construction took 3 years to complete.[11]

[5] Saskatchewan River Hydroelectric power plants are built on the river at Nipawin, and E.B. Campbell Dam (formerly Squaw Rapids) in Saskatchewan and at Grand Rapids in Manitoba.",Ravi River,,,
test530,four basic rules regarding the practice of sovereignty,"[1] Sovereignty However, although he is often connected with absolutism, Bodin held some moderate opinions on how government should in practice be carried out. He held that although the sovereign is not obliged to, it is advisable for him, as a practical expedient, to convene a senate from whom he can obtain advice, to delegate some power to magistrates for the practical administration of the law, and to use the Estates as a means of communicating with the people.[citation needed] Furthermore, he emphasized that a sovereign is bound to observe certain basic rules derived from the divine law, the law of nature or reason, and the law that is common to all nations (jus gentium), as well as the fundamental laws of the state that determine who is the sovereign, who succeeds to sovereignty, and what limits the sovereign power. Thus, Bodin’s sovereign was restricted by the constitutional law of the state and by the higher law that was considered as binding upon every human being.[1] Bodin believed that “the most divine, most excellent, and the state form most proper to royalty is governed partly aristocratically and partly democratically”.[10] With his doctrine that sovereignty is conferred by divine law, Bodin predefined the scope of the divine right of kings.[citation needed]

[2] Parliamentary sovereignty The doctrine of parliamentary supremacy may be summarized in three points:

[3] Ua Mau ke Ea o ka ʻĀina i ka Pono Some of the words contained in this phrase have greater, more difficult to define meaning than is commonly ascribed. Mau, for example, implies an unending continuation; Ea means not only ""life"", but ""breath"" and, more importantly, ""sovereignty"".[4] Pono is a well-used Hawaiian word that cannot be concisely translated. It includes aspects of goodness, excellence, fairness, order, propriety, completeness, care, value, organization, purpose, and hope.[4] It is disputed that the word ea in this pronouncement refers to ""life."" Many now insist strongly that ea refers specifically to sovereignty because of the circumstances at the time Kamehameha III uttered it.

[4] Treason laws in the United States The U.S. federal government recognizes tribal nations as ""domestic dependent nations."" Tribal sovereignty is a form of parallel sovereignty within the U.S. constitutional framework, constrained by but not subordinate to other sovereign entities.[52]

[5] and also to regulate and order the way and manner of all elections to offices and places of trust, and to prescribe, limit and distinguish the numbers and bounds of all places, towns or cities, within the limits and bounds hereinafter mentioned, and not herein particularly named, who have, or shall have, the power of electing and sending of freemen to the said General Assembly; and also to order, direct and authorize the imposing of lawful and reasonable fines, mulcts, imprisonments, and executing other punishments, pecuniary and corporal, upon offenders and delinquents, according to the course of other corporations within this our kingdom of England; and again to alter revoke, annul or pardon, under their common seal, or otherwise, such fines, mulcts, imprisonments, sentences, judgments and condemnations, as shall be thought fit; and to direct, rule, order and dispose of, all other matters and things, and particularly that which relates to the making of purchases of the native Indians, as to them shall seem meet; whereby our said people and inhabitants in the said Plantations, may be so religiously, peaceably and civilly governed, as that by their good life and orderly conversation, they may win and invite the native Indians of the country to the knowledge and obedience of the only true God and Saviour of mankind; willing, commanding and requiring and by these presents for us, our heirs and successors, ordaining and appointing, that all such laws. statutes, orders and ordinances, instructions, impositions and directions, as shall be so made by the Governor, Deputy-Governor, Assistants",I cannot answer from the given context.,,,
test4,nitty gritty dirt band fishin in the dark album,"[1] Fishin' in the Dark ""Fishin' in the Dark"" is a song written by Wendy Waldman and Jim Photoglo and recorded by American country music group The Nitty Gritty Dirt Band. It was released in June 1987 as the second single from their album Hold On.[1] It reached number-one on the U.S. and Canadian country charts. It was the band's third number-one single on the U.S. country music charts and the second in Canada. After it became available for download, it has sold over a million digital copies by 2015.[2] It was certified Platinum by the RIAA on September 12, 2014.[3]

[2] Bernie Leadon In 1985, he recorded an album of bluegrass and gospel favorites under the name Ever Call Ready, featuring Chris Hillman and Al Perkins. He also had a short stint with the Nitty Gritty Dirt Band in the late 1980s.

[3] Dark Is the Way, Light Is a Place Drew Beringer of AbsolutePunk rated the album a 90 out of 100-percent, highlighting how the release contains ""engaging rock and roll album anyone can relate to"" that also ""will serve as the perfect companion.""[13] At Kerrang!, they rated the album three stars out of five, saying how Anberlin with respect to this release ""get it right, returning to form with a combination of heartfelt bombast, big choruses and bona fide hooks.""[21] Adam Thomas of Sputnikmusic rated the album four stars out of five, stating how the release is no masterpiece but still further solidifies the band ""at the top of the US radio-rock universe.""[27] At Mojo, they rated the album two stars out of five, cautioning how ""Listeners outside their target teen demographic will find all this painfully sincere emoting pretty joyless.""[24] Essi Berelian over at Classic Rock rated the album a six out of ten.[28]

[4] The Dark Side of the Moon One of the more notable covers of The Dark Side of the Moon is Return to the Dark Side of the Moon: A Tribute to Pink Floyd. Released in 2006, the album is a progressive rock tribute featuring artists such as Adrian Belew, Tommy Shaw, Dweezil Zappa, and Rick Wakeman.[137] In 2000, The Squirrels released The Not So Bright Side of the Moon, which features a cover of the entire album.[138][139] The New York dub collective Easy Star All-Stars released Dub Side of the Moon in 2003[140] and Dubber Side of the Moon in 2010.[141] The group Voices on the Dark Side released the album Dark Side of the Moon a Cappella, a complete a cappella version of the album.[142] The bluegrass band Poor Man's Whiskey frequently play the album in bluegrass style, calling the suite Dark Side of the Moonshine.[143] A string quartet version of the album was released in 2004.[144] In 2009, The Flaming Lips released a track-by-track remake of the album in collaboration with Stardeath and White Dwarfs, and featuring Henry Rollins and Peaches as guest musicians.[145]

[5] The Dark Side of the Moon The success of the album brought wealth to all four members of the band; Richard Wright and Roger Waters bought large country houses, and Nick Mason became a collector of upmarket cars.[115] Some of the profits were invested in the production of Monty Python and the Holy Grail.[116] Engineer Alan Parsons received a Grammy Award nomination for Best Engineered Recording, Non-Classical for The Dark Side of the Moon,[117] and he went on to have a successful career as a recording artist with the Alan Parsons Project. Although Waters and Gilmour have on occasion downplayed his contribution to the success of the album, Mason has praised his role.[118] In 2003, Parsons reflected: ""I think they all felt that I managed to hang the rest of my career on Dark Side of the Moon, which has an element of truth to it. But I still wake up occasionally, frustrated about the fact that they made untold millions and a lot of the people involved in the record didn't.""[32][nb 8]","The album for ""Fishin' in the Dark"" is titled ""Hold On.""",,,
test59,what happened to the brother in the accountant,"[1] The Accountant (2016 film) Chris goes to Lamar's mansion, where the hitman and his men await. During the battle, the hitman recognizes Chris repeating the nursery rhyme and reveals that he is Chris's brother Braxton; they have not seen each other since Chris's imprisonment. Braxton attacks Chris, as he is both resentful over his brother's estrangement from him and blames him for their father's death. During a pause in their fight Lamar arrogantly interrupts; Chris shoots him, ending the battle. Chris amicably agrees to meet Braxton in a week, saying he will find him.

[2] Four Brothers (film) The next day, Detroit Police Lieutenant Green (Terrence Howard) and Detective Fowler (Josh Charles) confront the brothers about the murders. Lieutenant Green warns them that their interference with Evelynâ€™s case is ill-advised, and that it will eventually put them in over their heads. After confronting Jeremiah about the revelation of his failing business and benefiting from Evelyn's life insurance, the brothers are treated to a somewhat different version of events. Jeremiah informs them that his construction company was failing precisely because he was not getting involved with gang lord Victor Sweet (Chiwetel Ejiofor), and that for a project to succeed he had to pay off the right people, which he initially failed to do. In his effort to restore his business and relieve pressure from himself, he tried to pay off Sweet's henchmen. As for the life insurance, Jeremiah explains that the money went directly to him for his daughters, because he paid all of Evelyn's bills while his other brothers were not around.

[3] Congregation of Christian Brothers On many occasions, the Brother was moved to a new location after a complaint or allegation was made about his conduct. In some cases, the reason given for the move was to conceal the true reason for it and to protect the reputation of the Christian Brothers and avoid scandal and embarrassment.[55][53]

[4] The Accountant (2016 film) In the present, Chris works as a forensic accountant from a small strip mall office in Plainfield, Illinois. He unmasks insider financial deceptions, often for criminal and terrorist enterprises. Chris's clients interact with Chris through the Voice, an unidentified woman who calls him ""Dreamboat"". He exposes himself to loud music and flashing lights while abusing his own shinbone on a daily basis to inure himself to sensory overload.

[5] The Addams Family (film) Gomez, overjoyed to have Fester back, takes him to the family vault to view home movies from their childhood. Gordon learns the reason for the brothers' falling-out: Gomez was jealous of Fester's success with women, and wooed the conjoined twins Flora and Fauna Amor away from him out of envy. Gomez starts to suspect that ""Fester"" is an impostor when he is unable to recall important details about their past. Gordon attempts to return to the vault, but is unable to get past a booby trap. Gomez's wife Morticia reminds ""Fester"" of the importance of family amongst the Addams and of their vengeance against those who cross them. Fearing that the family is getting wise to their con, Abigail (under the guise of Dr. Pinder-Schloss) convinces Gomez that his suspicions are due to displacement.","Chris goes to Lamar's mansion, where he encounters his brother Braxton, who he has not seen since his imprisonment. Braxton attacks Chris, feeling resentful over their estrangement and blaming Chris for their father's death. During their fight, Chris shoots Lamar, ending the battle, and he amicably agrees to meet Braxton in a week.",,,
test2953,what is the new touchback rule in the nfl,"[1] Touchback On March 23, 2016, the NFL announced that it would award a touchback on kickoffs at the 25-yard line instead of the previous 20-yard line and much discussion and analysis on the impact of this change has emerged.[2] This new rule was to be re-evaluated after the 2016 NFL season.[3]

[2] Touchback In July 2016, the NCAA announced that it had approved the Ivy League to test an experimental kickoff rule in conference play in the 2016 season. Under this rule, kickoffs will be taken from the 40-yard line instead of the 35, and touchbacks will be marked at the 20-yard line instead of the 25. The rule will be re-evaluated in February 2017.[4]

[3] List of gridiron football rules The two teams organize on opposite sides of the field for the kickoff. Because of skill, field size and other issues, this is usually not a kickoff but rather a punt-off or a throw-off. Many versions skip this process and start the offense at a certain point, similar to a touchback in NFL or other national leagues.

[4] History of the Seattle Seahawks In 2010, before meeting with Seattle-area media on the new NFL rule changes, referee Bill Leavy unexpectedly apologized to the Seahawks for his mistakes in the game.[16]

[5] Concussions in American football Also in 2010, the NFL mandated that during field goals or extra point attempts, defenders must line up with their entire bodies on the outside of the snapper's body to protect the snapper while he is in a position of vulnerability. Violations of this rule, however, result in only a five-yard penalty for illegal formation.[96]",The new touchback rule in the NFL awards a touchback on kickoffs at the 25-yard line instead of the previous 20-yard line.,,,
test113,who is responsible for introducing the principle of uniformitarianism,"[1] Uniformitarianism In geology, uniformitarianism has included the gradualistic concept that ""the present is the key to the past"" (that events occur at the same rate now as they have always done); many geologists now, however, no longer hold to a strict theory of gradualism.[7] Coined by William Whewell, the word was proposed in contrast to catastrophism[8] by British naturalists in the late 18th century, starting with the work of the geologist James Hutton. Hutton's work was later refined by scientist John Playfair and popularised by geologist Charles Lyell's Principles of Geology in 1830.[9] Today, Earth's history is considered to have been a slow, gradual process, punctuated by occasional natural catastrophic events.

[2] Uniformitarianism The earlier conceptions[which?] likely[original research?] had little influence on 18th-century European geological explanations for the formation of Earth. Abraham Gottlob Werner (1749â€“1817) proposed Neptunism, where strata represented deposits from shrinking seas precipitated onto primordial rocks such as granite. In 1785 James Hutton proposed an opposing, self-maintaining infinite cycle based on natural history and not on the Biblical account.[10][11]

[3] Egalitarianism Marx was a proponent of two principles, the first applied to socialism and the second to an advanced communist society: ""To each according to his contribution"" and ""From each according to their ability, to each according to their needs"". Although Marx's position is often confused or conflated with distributive egalitarianism in which only the goods and services resulting from production are distributed according to a notional equality, in reality Marx eschewed the entire concept of equality as abstract and bourgeois in nature, preferring to focus on more concrete principles such as opposition to exploitation on materialist grounds and economic logic.[31]

[4] Robert A. Dahl Robert Alan Dahl (/dɑːl/; December 17, 1915 – February 5, 2014) was a political theorist and Sterling Professor of Political Science at Yale University. He established the pluralist theory of democracy—in which political outcomes are enacted through competitive, if unequal, interest groups—and introduced ""polyarchy"" as a descriptor of actual democratic governance. An originator of ""empirical theory"" and known for advancing behavioralist characterizations of political power, Dahl's research focused on the nature of decision making in actual institutions, such as American cities. Dahl is considered one of the most influential political social scientists of the twentieth century, and has been described as ""the dean of American political scientists.""[1][2]

[5] Uniform civil code The debate for a uniform civil code dates back to the colonial period in India. Prior to the British Raj, under the East India Company (1757-1858), they tried to reform local social and religious customs. Lord William Bentinck, the Governor-General of India, tried to suppress sati, the prescribed death of a widow on her husband's funeral pyre, and passed the Bengal Sati Regulation, 1829. This was later extended outside Bengal to all English territories in India.",The principle of uniformitarianism was introduced by James Hutton.,,,
test479,what engine is in a holden v8 supercar,"[1] Supercars Championship All cars must be front-engined and rear-wheel drive. All cars use a 5.0-litre, naturally aspirated V8-engine with electronic fuel injection, capable of producing between 460 and 485 kW (620â€“650 bhp).[8] Manufacturers are free to choose between using an engine based on one from their own line up or a generic engine provided by V8 Supercars.[68] Both Ford and Holden use US-based racing engines with pushrod actuated valves and two valves per cylinder. Mercedes, Nissan and Volvo use modified versions of their own engines, with hydraulic-lift valves and four valves per cylinder.[61][69] All engines are electronically limited to 7,500 rpm and have a compression ratio of 10:1.[70]

[2] Holden Commodore (VE) Further powertrain improvement came in September 2010 with the MY11 upgrades.[70] Omega versions of the Ute were upgraded to the 3.0-litre SIDI engine with six-speed automatic transmission as used in the sedan and wagons versions.[71] Holden also modified both the 3.0-litre V6 and 6.0-litre V8 engines to accept E85 bio-ethanol in addition to petrol. Holden claims that running either engine on E85 provides a sizeable increase in performance and reduces CO2 emissions between 20 and 40Â percent, depending on the distance the fuel is transported from the production site to the filling station.[72] E85 compatibility extended to the 3.6-litre V6 as part of the MY12 update in September 2011.[73]

[3] V8 engine The Z-103/4 developed in the mid/late 1950s (the first prototype was made in 1954) was a much simpler design destined to power a new series of luxury and sportscars. It had a single central camshaft and 2 valves per cylinder actuated by pushrods. It had hemispherical combustion chambers (like the Z-102 engine) and twin spark plugs. It was available with three different cubic capacities as well, 3900 cc (238 CID), 4500 cc (275 CID) and 4700 cc (287 CID). The 3.9 L engine had a twin Weber carburettor and the 4.5 and 4.7 L engines 2 quadruple Weber carbs, which gave the later a power output in excess of 300 bhp (220 kW). The very few engines of this type produced were installed in Z-102 cars.

[4] Bathurst 1000 1972 saw controversy, following a media-driven ""Supercar Scare"", which had accumulated enough political momentum to force Holden to postpone introduction of a V8 Torana for two years. Ford abandoned the XA model based Phase Four GT-HO Falcon. Chrysler also followed by not going ahead with a competition version of its V8-powered Charger. Adding to that, the 1972 Hardie-Ferodo 500 was the first Great Race to be run in wet weather. Allan Moffat was unable to withstand the immense pressure placed on him by Brock in his XU-1. The Torana proved more than a match in the atrocious conditions. After being challenged by Brock's furiously driven XU-1, Moffat was unable to exploit the V8's power advantage and spun early in the race. He also incurred two one-minute penalties for starting the engine while refuelling. Brock, meanwhile, was able to hold off the Phase Three GT-HO of John French and the E49 Charger of Doug Chivas to win the 1972 race, thus temporarily refuting the ""no substitute for cubic inches"" adage. Brock had pushed the car to its limits in a spectacular display of car control. It was a significant victory for a number of reasons: The first of Brock's nine Bathurst wins which later led to him being nicknamed the ""King of the Mountain"" and ""Peter Perfect"". Brock's win also signalled the first Bathurst victory for a six-cylinder engined car, an achievement that would not be repeated until 1991 when the Nissan Skyline GT-R ""Godzilla"" took the chequered flag. It was also the birth of

[5] Mercury Grand Marquis While the Panther platform was carried over from 1991, an all-new engine would be used for the 1992 Grand Marquis. The replacement for the OHV 5.0 L and 5.8 L Windsor V8s, the 4.6 L SOHC Modular V8 engine was the first (and as of 2014, the only) overhead-cam V8 to appear in an American-market full-size sedan. Producing 190 hp, it was more powerful and more fuel-efficient than either of its predecessors. An optional handling package, including a heavy-duty suspension, 3.27 rear-axle (instead of 2.73), and a dual-exhaust system that raised engine output to 210 hp was an option; it was largely the counterpart to the Ford Crown Victoria Touring Sedan.","All cars in the Supercars Championship, including Holden V8 supercars, use a 5.0-litre, naturally aspirated V8 engine with electronic fuel injection, capable of producing between 460 and 485 kW (620–650 bhp).",,,
