query_id,question,contexts_shown,answer,context_relevance,answer_faithfulness,answer_relevance
1090029,temperature in clearwater florida per month,"[1] Clearwater enjoys moderately hot temperatures in summer with highs in the 80s or 90s Fahrenheit. The 90-degree weather can show up anytime from May to October. But it normally doesn't get any hotter than 100 Â°F (38 Â°C) at this vacation destination. Days per month in Clearwater of at least 70, 80 or 90 Â°F.

[2] Clearwater Beach: Annual Weather Averages. January is the hottest month in Clearwater Beach with an average temperature of 59 Â°F (15 Â°C) and the coldest is January at 59 Â°F (15 Â°C). Average Temperature: Clearwater Beach Loading weather data.

[3] Clearwater Beach, Florida. Â© Visit St. Petersburg/Clearwater. Clearwater Beach, located on Central Florida's West Coast and home to the nightly Pier 60 Sunset Celebration, has an overall average high temperature of 83Â° and an average low of 63Â°.learwater Beach, Florida. Â© Visit St. Petersburg/Clearwater. Clearwater Beach, located on Central Florida's West Coast and home to the nightly Pier 60 Sunset Celebration, has an overall average high temperature of 83Â° and an average low of 63Â°.

[4] Average monthly temperatures range from 57.3 Â°F (14.1 Â°C) in January to 72 Â°F (22 Â°C) in August, although late summer and early autumn are typically the hottest times of the year with temperatures occasionally reaching 90 Â°F (32 Â°C) or higher.

[5] The average recorded low temperature in Orlando on August First is 73 degrees Fahrenheit and the average low on the last day of August is 73 degrees. Orlando usually receives an average of 6.25 inches of precipitation during the month.The most precipitation recorded on a single day in August, according to August Orlando Weather data, was 4.8 inches on August 27, 1949.isney World Weather. Interactive Orlando Weather Map. In the last 68 years the highest measured temperature in Orlando Florida for August was 99 degrees Fahrenheit, on August 13, 1961, while the normal high temperature is 92.",I cannot answer from the given context.,,,
62554,can a landlord charge more for a another person,"[1] The landlord has 5 days to process the application. If you are under rent control, this is an illegal rent increase under Section 6.13 of the Rent Board Rules and Regulations. A landlord cannot charge more rent for an additional roommate. You can file at the Rent Board for an illegal rent increase.

[2] Yes. If you do not pay your rent within 15 days after it is due, your landlord can charge a late fee. The fee cannot be more than 4% of one month's rent. For example, if your rent is $800 per month, the late charge cannot be more than $32.To charge a late fee, your landlord must tell you about it in writing when you agree to rent from him.ights of Tenants in Maine #639 Page 5 unpaid rent or damages. You may not use your security deposit to cover your last month's rent unless your landlord agrees. NOTE: A surety bond is very different from a security deposit. If your landlord suggests that you buy a surety bond, read our tips at page 3.

[3] Landlords get the message that we don't waste time. We act swiftly and within the law to show them why they are wrong and how much it will cost them if they go to court with us. To go to court for a security deposit. The attorney fees on either side costs more then the deposit. Landlords quickly come to the realization that if they go to court with us, they are going to be paying out a lot more. The reason is that the landlord must pay our fees as well as court costs and the full amount of the deposit. In some cases even more.

[4] For example, if you put down a $500 security deposit and caused carpet damage that led to $600 in replacement costs, the landlord can send you a bill for the remaining $100. However, you retain the right to protest the charges and take your landlord to small claims court to recover your funds.

[5] There also may be a charge for running a credit check and an application fee, which can cost anywhere from $30 to more than $100 for each person on the lease. Before paying this fee, ask if it's refundable if you don't get approved.","No, a landlord cannot charge more rent for an additional roommate.",,,
91722,child support legal definition of,"[1] In family law, child support is often arranged as part of a divorce, marital separation, annulment, determination of parentage or dissolution of a civil union and may supplement alimony (spousal support) arrangements.

[2] Some state laws give courts the power to award college support beyond the age of majority, also called post-secondary or post-minority support. College support may be in addition to child support, a part of child support, or a separate payment after regular child support ends.

[3] Child Definition: A young individual who is under the legal age of majority, or who is the natural offspring of another. A minor; an individual who is not yet an adult or who has not reached the age of majority. Most jurisdictions have defined child in terms of a specified age of majority. But where statute law is silent on the point, the common law applies.

[4] Support Collection Statutes of Limitations by State. Discover when child support can be terminated according to your State's Age of Majority rules. State-by-state statute of limitations listing for child support. See the statutory cite or civil code reference, whether or not child support ends if the child leaves the household, and if support is ever paid beyond the age of majority.

[5] Michigan child support is handled by Child Support Services â a division of the Department of Human Services. The Friend of the Court office performs all administrative functions involving Michigan child support. You can view their website at: www.michigan.gov/childsupport.",I cannot answer from the given context.,,,
1036656,what is the meaning of chicken rice?,"[1] Hainanese chicken rice is a common dish in Thailand where it is called khao man kai (Thai: à¸à¹à¸²à¸§à¸¡à¸±à¸à¹à¸à¹), literally meaning chicken-oil rice. The chickens used in Thailand for this dish can be free range chickens of local breeds, resulting in a leaner and tastier dish, but increasingly meat chickens from large scale poultry farms are being used.

[2] The meat of the chicken, is also called chicken.. Chicken is a type of poultry. Because of its relatively low cost among meats, chicken is one of the most used meats in the world. Nearly all parts of the bird can be used for food, and the meat is cooked in many different ways around the world. Popular chicken dishes include fried chicken, chicken soup, marinated chicken wings, tandoori chicken, butter chicken, and chicken rice.

[3] Brown rice. In some parts of the world, the word to eat literally means to eat rice.. All varieties of rice are available throughout the year, supplying as much as half of the daily calories for half of the world's population.

[4] Rustic Italian One-Pot Chicken and Rice - This one-pot wonder packs healthy protein, whole grains, and vegetables in a comfort food disguise.

[5] For chickens as food, see Chicken (food). For the broader species of which chickens form a subspecies, see Red junglefowl. For other uses, see Chicken (disambiguation), Chooks (disambiguation), or Red junglefowl. The chicken (Gallus gallus domesticus) is a type of domesticated fowl, a subspecies of the red junglefowl. It is one of the most common and widespread domestic animals, with a total population of more than 19 billion as of 2011. Humans keep chickens primarily as a source of food, consuming both their meat and their eggs.",I cannot answer from the given context.,,,
863623,what is wrong if your ear keeps popping,"[1] Normally, swallowing causes a little click or popping sound in the ear. This occurs because a small bubble of air has entered the middle ear, up from the back of the nose. It passes through the Eustachian tube, a membrane-lined tube about the size of a pencil lead that connects the back of the nose with the middle ear.

[2] 1) Pain-free Popping: Popping noises in the knee often occur without any pain, in which case they are nothing to worry about. 2) Painful Popping Noise at time of Injury: Sometimes when the knee is injured e.g. twisting awkwardly, there is a sudden, loud pop at the same time indicating damage to part of the knee.

[3] Back to Top. I have sjogrens syndrome and i notice a lot of itching ears and a lot of ear infection . I have not heard of the sjogrens and dizziness being associated but anything is possible. I think the ear problems are from the mucus membranes drying out and not leeting your ears flow properly.

[4] Itchy ear: An itchy ear can have many causes. You may have dry skin, be reacting to something that's touching your ear or it could be a discrete skin condition like eczema or psoriasis. A fungal infection is also possible. I suggest that you see your doctor to examine your ear (s) to see if there are discrete lesions/ rash or color change noticeable.

[5] 1 Tinnitus is abnormal ear noise. 2 Tinnitus can arise in any of the four sections of the ear: the outer ear, the middle ear, the inner ear, and the brain. 3 In addition to ringing in the ears, other symptoms associated with tinnitus may include: 4 Stress due to fear of tinnitus. 5 Ear pain. Anxiety.",I cannot answer from the given context.,,,
1101568,diamond production in namibia,"[1] Namibia and Diamonds: Namibia is one of the worldâs largest producers of gem quality diamonds, with about 98% of diamonds produced being gem quality. Namibia produced a total of 1.4 Mct in 2003. In 2003 it was estimated that onshore operations account for about 55% of production and offshore operations for 45% operations.

[2] Orapa diamond mine located 240km west of Francistown city in Central Botswana is the ninth largest diamond mine in the world by reserve. The open-pit mine was estimated to contain 85.7Mct of diamond reserves (146.1Mt grading 0.587ct/t diamond) as of December 2012.

[3] More information can be found on the Ametrine gemstone page. Cactus Quartz. - Form of Quartz, usually Amethyst, Citrine, or a combination of the two, that contains a large crystal or crystals overgrown with a layer of spiky smaller crystals. Cactus Quartz is specific to Boekenhoutshoek (Magaliesberg) in South Africa.arge amounts of Amethyst are found both in Namibia and South Africa -- these are often labeled in the jewelry industry as African Amethyst. In Namibia, an interesting occurrence is the Goboboseb Mountains, near Brandberg, in the Erongo Mountains, where crystals are zoned in lighter to darker colors.

[4] Colorado has more than thirty varieties of gemstones. The largest faceted diamond produced in the United States (16.87 carats) was found in Colorado. The official state gemstone is aquamarine, a beautiful blue mineral mostly found around the 13,000 foot level on Mount Antero.

[5] Shares & Saves. Save. A lab-created diamond, also known as a cultured diamond, is a clear gemstone that has been created by replicating the same conditions under which a diamond is made naturally. This involves putting pure carbon under enormous amounts of pressure and heat until it crystallizes.ab-created diamonds were first produced in 1954 by General Electric. Their method involved subjecting carbon to 400 tons of pressure. Scientists could at first only synthesize dust or very small stones, which were better suited for purposes such as tipping drill bits than for setting in jewelry.","Namibia is one of the world’s largest producers of gem quality diamonds, with about 98% of diamonds produced being gem quality. Namibia produced a total of 1.4 Mct in 2003, with onshore operations accounting for about 55% of production and offshore operations for 45%.",,,
148016,difference between mozzarella and cheddar,"[1] Even though mozzarella is white in color, many a time it does change its color to yellow as well. This is probably because of the animalâs diet that shows the effect. Whereas, cheddar is white and slightly yellow in color. At the same time, mozzarella is not very hard in texture, whereas, cheddarâs texture is very hard. Whereas, the texture of mozzarella is semi-soft. In the preparation of both the types of cheese, milk is used. Milk being the common component, yet different types of milk is used. Cheddar is made up of cowâs milk and mozzarella is made up of buffaloâs milk. This is the most essential and prominent difference among these two cheese. Mozzarella has a longer shelf life; it can be preserved and stored in the refrigerator for the span of a month or so.

[2] The Difference Between Mozzarella and Cheddar Cheese. Mozzarella and Cheddar are the two types of cheeses which shows prominent differences among them when it comes to its method of preparation and their nutrient content. Mozzarella is said to be originated from Italy, where theCheddar cheeseis known to have originated from a small village known as cheddar in Somerset situated in England.

[3] First, it is one of the four cheeses to supposedly have been created in the United States. It is said to be a descendent of the semi-soft Italian cheese that fed Caesar's armies.. A booklet from the Kraft Food Co. dated 1954 calls Monterey jack cheese a mild buffet and sandwich cheese made something like cheddar..

[4] The best known processed cheese in the United States is marketed as American cheese by Kraft Foods, Borden, and other companies. It is orange, yellow, or off-white; and mild, with a medium consistency, and melts easily. It is typically made from a blend of cheeses, most often Colby and Cheddar. Another type of processed cheese created in the United States is Provel pasteurized processed pizza cheese, which uses Cheddar, Swiss, and provolone cheeses as flavorants.

[5] lillie One gallon of milk will yield about 1 pound of cheese. ($2.39 for the milk, so 1 pound of fresh mozzarella was less than $2.50). Homemade Mozzarella Cheese is one of the easiest cheeses to make, it only takes 30 minutes and the taste can't be beat! be neat to try this.","Mozzarella is made from buffalo's milk and has a semi-soft texture, while cheddar is made from cow's milk and has a very hard texture. Mozzarella is typically white but can turn yellow due to the animal's diet, whereas cheddar is white and slightly yellow. Additionally, mozzarella has a longer shelf life and can be stored in the refrigerator for about a month, while cheddar does not have this specified shelf life. Mozzarella originated from Italy, while cheddar originated from a village in Somerset, England.",,,
1084516,what does a common cold remedies do,"[1] Four Methods:Curing Your Cold FastDecongesting Your SinusesGiving Your Body a BreakTreating Your Other SymptomsCommunity Q&A. Although it's not a very serious virus, the common cold can make you feel miserable. The key to curing a cold fast is early detection. If you think you've contracted a cold, you need to take precautionary measures immediately. Increase your vitamins.

[2] A cold remedy used in many cultures, taking in warm liquids, such as chicken soup, tea, or warm apple juice, might be soothing and might ease congestion by increasing mucus flow. Add moisture to the air. A cool mist vaporizer or humidifier can add moisture to your home, which might help loosen congestion.

[3] The drainage can cause a break out. Mupirocin Ointment For Cold Sores also be sure to put some lemon juice is very effectiveness. Many common household items can be used to treat various methods will help speed up the rate of healing and fever blister has already eat many of those treatments. Among the best.

[4] They block a chemical your body makes called histamine that makes the tissues in your nose itch and swell. Most experts say that histamine isn't the major cause of a runny nose when you have a cold. Even so, some of the older antihistamines, such as brompheniramine and chlorpheniramine, can bring relief. Newer antihistamines like fexofenadine (Allegra) and loratidine (Claritin) have not been shown to work for cold symptoms.

[5] The common cold can cause swelling in the sinuses, which are the hollow spaces in your skull that connect with one another. When this happens, the swelling can prevent the flow of mucus, which is known as a sinus infection, or medically speaking sinusitis.",I cannot answer from the given context.,,,
540456,was mulan based on a true story,"[1] Mulan, Jr. By Walt deFaria. DISNEYâS animated film Mulan, based on a true story from ancient China, was a modest motion picture success that took a fresh look at the place of women in an ancient paternal society. Now a stage musical version of the film has turned up in childrenâs theaters everywhere.

[2] Since the legend is over 1500 years old, there are many variations. One darker story is called éåæ¼ä¹(Legends from Sui and Tang.) In this story, Mulan is rewarded for bravery in battle despite being found out as a female. She returns home to bring the riches to her family, only to discover her father died long ago. After receiving an order from the Emperor to become his concubine, she commits suicide.

[3] Mulan: 2-Movie Collection Trailer Mulan See Mulan on Disney Blu-ray for the first time! Watch Now. 1:40. Mulan: Reflection Mulan Mulan seeks the courage to be her true self in the classic Disney song, Reflection.

[4] Ming-Na Wen as Fa Mulan (singing voice provided by Lea Salonga), the principal protagonist, based on Hua Mulan. 1 She disguises herself as a man and joins the Chinese Imperial Army in her father's place. Instead of being punished for doing so, she ends up a war hero.

[5] No, the Hostel movies are not based on a true story. They are labeled based on a true story, but this is essentially a lie. Writer/director Eli Roth got the idea for the Hosâ¦tel movies from a website that a friend showed him.","Yes, Mulan is based on a true story from ancient China.",,,
761096,what is it called the thing that hold the tire,"[1] Rim (wheel) The rim is the outer edge of a wheel, holding the tire. It makes up the outer circular design of the wheel on which the inside edge of the tire is mounted on vehicles such as automobiles. For example, on a bicycle wheel the rim is a large hoop attached to the outer ends of the spokes of the wheel that holds the tire and tube.

[2] Tire, Pneumatic. In motor vehicles and other wheeled vehicles, pneumatic tires create the necessary adhesion (traction) between the wheels and the surface of the road and cushion the dynamic loads on the wheels that result from the motion of the vehicle.

[3] Etymology and spelling. The etymology of tire is that the word is a short form of attire, and that a wheel with a tire is a dressed wheel. The spelling tyre does not appear until the 1840s when the English began shrink fitting railway car wheels with malleable iron. Nevertheless, traditional publishers continued using tire.

[4] The wide steel base gives the tire jack a lot of stability during use. The height range this jack can handle is 11â to 21â. In addition to regular cars, this jack is also able to handle SUVs, off road vehicles, construction site jobs and other heavy work.

[5] A tire with the correct tire load index for your vehicle assures you that your tires are made to handle the weight of your vehicle. The speed rating shows the maximum speed your tires can handle, which tends to be more important in countries with roadways that are not subject to speed limitations.",It is called the rim.,,,
